parent_video_id,id,media_items,video_count,author_name,comment_count,spam_score,engagement,sentiment,text,day_of_week,themes,platform,author_pic_url,max_exp,media_count,content_id,authenticity_scale,tag,author_id_str,country_code,authenticity_scale_percent,image_count,nodes,subject,author_id,date,lang,like_count,content_type,content_url,is_spam,share_count,author_screen_name,author_url,sentiment_name
,ZmVlZGJhY2s6MTA2ODkxNzU3NDQ1NTEyOQ==,[],0,Shakib Ahmad,0,0.06203103065490723,89,0,"नफरती मानसिकता से ग्रस्त समाज सिर्फ इस्लाम दुश्मनी में जिस #Israhell को सपोर्ट करते नही थक नहीं रहा,

उसी आतंकी इसराइल के एक लीडर का #भारत,चीन और श्रीलंका के हिंदुओं के बारे में बयान सुन लें। 

शेयर करे । 

#FreePalestine #Palestine #AlAqsa",7,Missing Value,FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,2625.3687315634215,0,ZmVlZGJhY2s6MTA2ODkxNzU3NDQ1NTEyOQ==,0.11301,REAL_PROFILE,100040106897567,Missing Value,11.301,0,,,100040106897567,2023-10-07 14:21:17+00:00,hi,65,post,https://www.facebook.com/1068917574455129,False,24,None,https://www.facebook.com/100040106897567,net
,ZmVlZGJhY2s6Mjg4NTYxNzc0MTA5NTUy,[],0,Zeeshan Siraj,4,0.0029453039169311523,80,0.55207,"Hamaz Excellent Reaction after 28 Years,
Support Palestine
Hamaz 

 #falasteen #standwithpalestine #palestine #freepalestine #palestinewillbefree #palestine🇵🇸 #palestineupdate #palestineunderattack #savepalestine #palestinelivesmatter #palestineforever #palestinefree #palestinenews #palestine_free #prayforpalestine #palestinewillbefree🇵🇸 #ghazaunderattack #ghaza #israelterrorist",7,['news_&_social_concern'],FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,2359.882005899705,0,ZmVlZGJhY2s6Mjg4NTYxNzc0MTA5NTUy,0.9599,FAKE_PROFILE,100088671948628,Missing Value,95.99,0,,"['28 Years', 'Hamaz', 'Hamaz Excellent Reaction', 'Support Palestine']",100088671948628,2023-10-07 11:48:57+00:00,und,65,post,https://www.facebook.com/288561774109552,False,11,None,https://www.facebook.com/100088671948628,pos
,ZmVlZGJhY2s6MTgwNzc5MDA4Mzk3MDE2,[],0,Ozair Ehmed Ghazale,1,0.005008399486541748,77,0,"اسرائیلی فوج کے تین بڑے فوجی کمانڈر فلسطینی مزاحمت کار تنظیم حماس کے القسام بریگیڈ کی قید میں ۔
#freepalestineforever #IsraelTerrorist #AlAqsaFlood #plestineresist",1,Missing Value,FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,2271.386430678466,0,ZmVlZGJhY2s6MTgwNzc5MDA4Mzk3MDE2,0.7921,FAKE_PROFILE,100093947540518,Missing Value,79.21000000000001,0,,,100093947540518,2023-10-08 06:14:25+00:00,ur,46,post,https://www.facebook.com/180779008397016,False,30,None,https://www.facebook.com/100093947540518,net
,ZmVlZGJhY2s6ODE3NjE3ODIwMzY1MTA0,[],0,Descane • Acción Antifascista,0,0.002569258213043213,68,-0.51004,"Todo mi apoyo a #Palestina frente a la basura sionista asesina.

#FreePalestine🇵🇸
#FuckIsrael",7,Missing Value,FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,2005.899705014749,0,ZmVlZGJhY2s6ODE3NjE3ODIwMzY1MTA0,0.5,UNCHECKED_PROFILE,100063506808880,Missing Value,50.0,0,,['#FreePalestine'],100063506808880,2023-10-07 18:00:43+00:00,und,38,post,https://www.facebook.com/817617820365104,False,30,None,https://www.facebook.com/100063506808880,neg
,ZmVlZGJhY2s6MjE3ODAzMTI3OTc4NjAy,[],0,Muhammad Abdullah,5,0.1137571930885315,68,0,"লাল অংশটা ছিলো গাযা। আকাশী নীল অংশটা আজকের কয়েকঘন্টার খেলাধুলার ফলাফল। গাযার চেয়ে বেশি হয়ে গেছে। এত বড় অ..অ..না ম মানবিক কাজ করা কি ঠিক হলো? জুলকারনাইন সায়ের কী বলেন...
Ammarul Hoque ( ভাই এর প্রোফাইল থেকে)

#SavePalestine 
#SaveAqsa 
#SaveMuslims 
#bangladeshstandswithpalestine #FreePalestine
#AlAqsaMosque
#IsraeliAttackonAlAqsa
#IsraeliTerrorism
#AlAqsaUnderAttack
#savepalestine
#savethemuslims
#StopTerrorismAgainstMuslims
#AlAqsa
#StopConspiracyAgainstIslam #stopIsraeliTerrorism
#PalestinianLivesMatter
#PalestineWillBeFree

আল্লাহ ফিলিস্তিন কে হেফাজত করুক, আমীন!😔",7,Missing Value,FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,2005.899705014749,0,ZmVlZGJhY2s6MjE3ODAzMTI3OTc4NjAy,0.5,UNCHECKED_PROFILE,100092467473627,Missing Value,50.0,0,,,100092467473627,2023-10-07 17:21:58+00:00,bn,63,post,https://www.facebook.com/217803127978602,False,0,muhammad.abdullah019,https://www.facebook.com/100092467473627,net
,ZmVlZGJhY2s6NjU0NjE4NzY2ODMxMDc0,[],0,Palestinian Public Diplomacy  الدبلوماسية العامة الفلسطينية,10,0.0017871856689453125,62,-0.65643,"The #IsraeliOccupation warplanes destroyed earlier today the resedential tower of #Palestine in #Gaza city.

#IsraeliTerrorism needs to stop! 

#PalDigiplomacy #PMOFA",7,['news_&_social_concern'],FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,1828.9085545722712,0,ZmVlZGJhY2s6NjU0NjE4NzY2ODMxMDc0,0.0,REAL_PROFILE,100068488682432,Missing Value,0.0,0,,"['#Gaza city', '#Palestine', 'earlier today', 'the resedential tower']",100068488682432,2023-10-07 17:15:14+00:00,en,43,post,https://www.facebook.com/654618766831074,False,9,PalestinianDiplomacy,https://www.facebook.com/100068488682432,neg
,ZmVlZGJhY2s6MTUwMDkyMTgzNDAzNzkwOA==,[],0,Ahlam KhalfAllah,2,0.001698136329650879,62,-0.84338,"After 17 years of suffering under the Israeli blockade on the enclave, Gaza's Palestinian resistance decided to break out of prison, launching the Al-Aqsa Storm Operation, which resulted in the killing of several Israeli settlers and soldiers.
#IsraeliCrimes
#IsraeliTerrorism
#FreePalestine
#GazaUnderAttack",7,['news_&_social_concern'],FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,1828.9085545722712,0,ZmVlZGJhY2s6MTUwMDkyMTgzNDAzNzkwOA==,0.50933,FAKE_PROFILE,100023603162518,Missing Value,50.93299999999999,0,,"['17 years', 'Israeli', 'the Al-Aqsa Storm Operation']",100023603162518,2023-10-07 10:28:03+00:00,en,57,post,https://www.facebook.com/1500921834037908,False,3,None,https://www.facebook.com/100023603162518,neg
,ZmVlZGJhY2s6ODEzOTUyMDA3Mzk4NzU2,[],0,La Marejada,5,0.005794703960418701,61,0.47236,"La resistencia Palestina 🇵🇸 en la Franja de Gaza celebra la captura de vehículos de las Fuerzas Armadas de Israel 🇮🇱, aquí un blindado por las calles de Gaza.

#PalestinaLibre #PalestinaResiste #FreePalestina #IsraeliOccupation #IsraelCrimes #IsraeliCrimes #IsraeliTerrorism  #PalestinaLibera #ResistenciaPalestina #FreePalestine #FreePalestineFreePalestine  #Israel #IsraelCrimes #IsraeliPalestinianConflict #IsraelWarCrimes",7,Missing Value,FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,1799.410029498525,0,ZmVlZGJhY2s6ODEzOTUyMDA3Mzk4NzU2,0.5,UNCHECKED_PROFILE,100063518921694,Missing Value,50.0,0,,"['Franja de Gaza', 'Fuerzas Armadas de Israel 🇮🇱', 'Gaza', 'Palestina 🇵🇸']",100063518921694,2023-10-07 21:16:09+00:00,und,46,post,https://www.facebook.com/813952007398756,False,10,lamarejada.cl,https://www.facebook.com/100063518921694,pos
,ZmVlZGJhY2s6NzA3MTg0NTQ0NjE1ODgwNg==,[],0,Ahmed Ramadan Elazoomy,2,0.0018453001976013184,60,-0.54546,"Palestinians:

No one harm her
Protect her ..
She has kids .. 
We are people of humanity; not like their apartheid regime” 

#Gaza #PalestineWillBeFree #Palestinian #Israel #IsraeliTerrorism",7,['news_&_social_concern'],FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,1769.9115044247787,0,ZmVlZGJhY2s6NzA3MTg0NTQ0NjE1ODgwNg==,0.0039,REAL_PROFILE,100000002636642,Missing Value,0.38999999999999996,0,,['Palestinians'],100000002636642,2023-10-07 13:21:53+00:00,en,38,post,https://www.facebook.com/7071845446158806,False,20,None,https://www.facebook.com/100000002636642,neg
,ZmVlZGJhY2s6MTgyMTIzNzQ0ODI3NDYxNA==,[],0,Omar Hussain,1,0.00552976131439209,57,0.0,"FREEDOM IS TAKEN NOT GIVEN!

يٰٓاَيُّهَا النَّبِيُّ جَاهِدِ الْكُفَّارَ وَالْمُنٰفِقِيْنَ وَاغْلُظْ عَلَيْهِمْ ۗوَمَأْوٰىهُمْ جَهَنَّمُ وَبِئْسَ الْمَصِيْرُ�(At-Taubah; 73)

.
بالروح … بالدم … 
نفديك يا الاقصى 
ياالفلسطين

birruh … biddam … nafdika 
ya al-Aqsa ya al-Palestine

حسبي الله ونعم الوكيل احتلال مجرم لا دين له إلى زوال
�.
￼
￼

#شاهد
�#syahid
�#jihadfisabillillah
.
#PalestineMassacre
#PalestineUnderAttack
#SaveAlAqsa
#PalestineFreedom
#GenocidePalestine
#IsraelTerrorist
#ZionistTerrorist
#NoCountryNameIsrael
#satanisraellaknatullah
.
.
.
the past is where we share; the future is where we belong
A great and magnificent land of Palestine

الماضي هو المكان الذي نتشارك فيه؛ والمستقبل هو المكان الذي ننتمي إليه
أرض فلسطين العظيمة والمهيبة

.",7,Missing Value,FB,https://cyabra-web-assets.s3.us-east-2.amazonaws.com/default_profile_normal.png,1681.4159292035397,0,ZmVlZGJhY2s6MTgyMTIzNzQ0ODI3NDYxNA==,0.5,UNCHECKED_PROFILE,100011651293676,Missing Value,50.0,0,,['فلسطين'],100011651293676,2023-10-07 21:33:06+00:00,und,56,post,https://www.facebook.com/1821237448274614,False,0,omarHussain1212,https://www.facebook.com/100011651293676,net
